city,prov,time,pm25,pmnew
Pingdingshan,Henan,2018/10/1,56,56
Pingliang,Gansu,2018/10/1,29,29
Qitaihe,Heilongjiang,2018/10/1,21,21
Qiqihaer,Heilongjiang,2018/10/1,22,22
Qinhuangdao,Hebei,2018/10/1,37,37
Qingdao,Shandong,2018/10/1,22,22
Qingyang,Gansu,2018/10/1,21,21
Rizhao,Shandong,2018/10/1,29,29
Sanmenxia,Henan,2018/10/1,47,47
Shangluo,Shaanxi,2018/10/1,28,28
Shangqiu,Henan,2018/10/1,51,51
Shenyang,Liaoning,2018/10/1,39,39
Shihezi,Xinjiang,2018/10/1,33,33
Shijiazhuang,Hebei,2018/10/1,61,61
Shuozhou,Shanxi,2018/10/1,33,33
Siping,Jilin,2018/10/1,24,24
Songyuan,Jilin,2018/10/1,18,18
Suihua,Heilongjiang,2018/10/1,26,26
Taiyuan,Shanxi,2018/10/1,45,45
Taian,Shandong,2018/10/1,43,43
Tangshan,Hebei,2018/10/1,54,54
Tianjin,Tianjin,2018/10/1,44,44
Tianshui,Gansu,2018/10/1,29,29
Tieling,Liaoning,2018/10/1,43,43
Tonghua,Jilin,2018/10/1,19,19
Tongliao,Inner Mongolia,2018/10/1,30,30
Tongchuan,Shaanxi,2018/10/1,34,34
Tulufan,Xinjiang,2018/10/1,33,33
Weihai,Shandong,2018/10/1,17,17
Weifang,Shandong,2018/10/1,43,43
Weinan,Shaanxi,2018/10/1,46,46
Wuhai,Inner Mongolia,2018/10/1,31,31
Ulanqab,Inner Mongolia,2018/10/1,22,22
Wulumuqi,Xinjiang,2018/10/1,29,29
Wuzhong,Ningxia,2018/10/1,28,28
Wuwei,Gansu,2018/10/1,30,30
Xining,Qinghai,2018/10/1,29,29
Xilingol League,Inner Mongolia,2018/10/1,11,11
Xianyang,Shaanxi,2018/10/1,57,57
Xinzhou,Shanxi,2018/10/1,34,34
Xinxiang,Henan,2018/10/1,53,53
Xinyang,Henan,2018/10/1,40,40
Xingtai,Hebei,2018/10/1,54,54
Hinggan League,Inner Mongolia,2018/10/1,22,22
Xuchang,Henan,2018/10/1,51,51
Yantai,Shandong,2018/10/1,20,20
Yanan,Shaanxi,2018/10/1,29,29
Yanbian,Jilin,2018/10/1,18,18
Yangquan,Shanxi,2018/10/1,46,46
Yichun,Heilongjiang,2018/10/1,15,15
Yilihasake,Xinjiang,2018/10/1,34,34
Yinchuan,Ningxia,2018/10/1,35,35
Yingkou,Liaoning,2018/10/1,32,32
Yulin,Shaanxi,2018/10/1,27,27
Yushu,Qinghai,2018/10/1,9,9
Yuncheng,Shanxi,2018/10/1,39,39
Zhangjiakou,Hebei,2018/10/1,22,22
Zhangye,Gansu,2018/10/1,28,28
Changchun,Jilin,2018/10/1,26,26
Changzhi,Shanxi,2018/10/1,41,41
Zhengzhou,Henan,2018/10/1,54,54
Zhongwei,Ningxia,2018/10/1,32,32
Zhoukou,Henan,2018/10/1,56,56
Zhumadian,Henan,2018/10/1,51,51
Zibo,Shandong,2018/10/1,49,49
Chifeng,Inner Mongolia,2018/10/1,27,27
Jinzhong,Shanxi,2018/10/1,44,44
Shuangyashan,Heilongjiang,2018/10/1,17,17
Alxa League,Inner Mongolia,2018/11/1,23,23
Ankang,Shaanxi,2018/11/1,38,38
Anyang,Henan,2018/11/1,97,97
Anshan,Liaoning,2018/11/1,54,54
Bayannur,Inner Mongolia,2018/11/1,33,33
Baicheng,Jilin,2018/11/1,28,28
Baotou,Inner Mongolia,2018/11/1,49,49
Baoji,Shaanxi,2018/11/1,48,48
Baoding,Hebei,2018/11/1,99,99
Beijing,Beijing,2018/11/1,71,71
Benxi,Liaoning,2018/11/1,45,45
Binzhou,Shandong,2018/11/1,70,70
Bozhou,Xinjiang,2018/11/1,34,34
Cangzhou,Hebei,2018/11/1,87,87
Changjizhou,Xinjiang,2018/11/1,43,43
Chaoyang,Liaoning,2018/11/1,53,53
Chengde,Hebei,2018/11/1,42,42
Dalian,Liaoning,2018/11/1,43,43
Daqing,Heilongjiang,2018/11/1,26,26
Datong,Shanxi,2018/11/1,41,41
Daxinganling,Heilongjiang,2018/11/1,19,19
Dandong,Liaoning,2018/11/1,39,39
Dezhou,Shandong,2018/11/1,81,81
Dingxi,Gansu,2018/11/1,38,38
Dongying,Shandong,2018/11/1,64,64
Ordos,Inner Mongolia,2018/11/1,23,23
Fushun,Liaoning,2018/11/1,52,52
Fuxin,Liaoning,2018/11/1,53,53
Gannan,Gansu,2018/11/1,27,27
Guyuan,Ningxia,2018/11/1,24,24
Guoluo,Qinghai,2018/11/1,15,15
Harbin,Heilongjiang,2018/11/1,33,33
Hami,Xinjiang,2018/11/1,25,25
Haibei,Qinghai,2018/11/1,13,13
Haidong,Qinghai,2018/11/1,38,38
Hainan,Qinghai,2018/11/1,17,17
Haixi,Qinghai,2018/11/1,10,10
Handan,Hebei,2018/11/1,90,90
Hanzhong,Shaanxi,2018/11/1,54,54
Hetian,Xinjiang,2018/11/1,32.25,32.25
Heze,Shandong,2018/11/1,67,67
Hegang,Heilongjiang,2018/11/1,32,32
Heihe,Heilongjiang,2018/11/1,19,19
Hengshui,Hebei,2018/11/1,85,85
Hohhot,Inner Mongolia,2018/11/1,50,50
Hulunbuir,Inner Mongolia,2018/11/1,17,17
Huludao,Liaoning,2018/11/1,61,61
Huangnan,Qinghai,2018/11/1,20,20
Jixi,Heilongjiang,2018/11/1,37,37
Jilin,Jilin,2018/11/1,37,37
Jinan,Shandong,2018/11/1,66,66
Jining,Shandong,2018/11/1,47,47
Jinzhou,Liaoning,2018/11/1,69,69
Jincheng,Shanxi,2018/11/1,45,45
Jiuquan,Gansu,2018/11/1,25,25
Kaifeng,Henan,2018/11/1,78,78
Kelamayi,Xinjiang,2018/11/1,25,25
Kezilesu,Xinjiang,2018/11/1,33,33
Lanzhou,Gansu,2018/11/1,41,41
Langfang,Hebei,2018/11/1,77,77
Liaocheng,Shandong,2018/11/1,73,73
Linxia,Gansu,2018/11/1,35,35
Linyi,Shandong,2018/11/1,65,65
Longnan,Gansu,2018/11/1,27,27
Lvliang,Shanxi,2018/11/1,45,45
Luoyang,Henan,2018/11/1,58,58
Mudanjiang,Heilongjiang,2018/11/1,35,35
Nanyang,Henan,2018/11/1,61,61
Panjin,Liaoning,2018/11/1,46,46
Pingdingshan,Henan,2018/11/1,62,62
Pingliang,Gansu,2018/11/1,35,35
Qitaihe,Heilongjiang,2018/11/1,33,33
Qiqihaer,Heilongjiang,2018/11/1,23,23
Qinhuangdao,Hebei,2018/11/1,58,58
Qingdao,Shandong,2018/11/1,41,41
Qingyang,Gansu,2018/11/1,28,28
Rizhao,Shandong,2018/11/1,49,49
Sanmenxia,Henan,2018/11/1,51,51
Shangluo,Shaanxi,2018/11/1,32,32
Shangqiu,Henan,2018/11/1,79,79
Shenyang,Liaoning,2018/11/1,51,51
Shihezi,Xinjiang,2018/11/1,83,83
Shijiazhuang,Hebei,2018/11/1,100,100
Shuozhou,Shanxi,2018/11/1,55,55
Siping,Jilin,2018/11/1,37,37
Songyuan,Jilin,2018/11/1,27,27
Suihua,Heilongjiang,2018/11/1,28,28
Taiyuan,Shanxi,2018/11/1,76,76
Taian,Shandong,2018/11/1,74,74
Tangshan,Hebei,2018/11/1,83,83
Tianjin,Tianjin,2018/11/1,79,79
Tianshui,Gansu,2018/11/1,35,35
Tieling,Liaoning,2018/11/1,51,51
Tonghua,Jilin,2018/11/1,26,26
Tongliao,Inner Mongolia,2018/11/1,37,37
Tongchuan,Shaanxi,2018/11/1,49,49
Tulufan,Xinjiang,2018/11/1,45,45
Weihai,Shandong,2018/11/1,30,30
Weifang,Shandong,2018/11/1,68,68
Weinan,Shaanxi,2018/11/1,65,65
Wuhai,Inner Mongolia,2018/11/1,38,38
Ulanqab,Inner Mongolia,2018/11/1,29,29
Wulumuqi,Xinjiang,2018/11/1,54,54
Wuzhong,Ningxia,2018/11/1,30,30
Wuwei,Gansu,2018/11/1,33,33
Xining,Qinghai,2018/11/1,41,41
Xilingol League,Inner Mongolia,2018/11/1,10,10
Xianyang,Shaanxi,2018/11/1,74,74
Xinzhou,Shanxi,2018/11/1,72,72
Xinxiang,Henan,2018/11/1,73,73
Xinyang,Henan,2018/11/1,57,57
Xingtai,Hebei,2018/11/1,99,99
Hinggan League,Inner Mongolia,2018/11/1,27,27
Xuchang,Henan,2018/11/1,62,62
Yantai,Shandong,2018/11/1,37,37
Yanan,Shaanxi,2018/11/1,31,31
Yanbian,Jilin,2018/11/1,31,31
Yangquan,Shanxi,2018/11/1,69,69
Yichun,Heilongjiang,2018/11/1,22,22
Yilihasake,Xinjiang,2018/11/1,72,72
Yinchuan,Ningxia,2018/11/1,40,40
Yingkou,Liaoning,2018/11/1,59,59
Yulin,Shaanxi,2018/11/1,33,33
Yushu,Qinghai,2018/11/1,15,15
Yuncheng,Shanxi,2018/11/1,65,65
Zhangjiakou,Hebei,2018/11/1,31,31
Zhangye,Gansu,2018/11/1,32,32
Changchun,Jilin,2018/11/1,37,37
Changzhi,Shanxi,2018/11/1,52,52
Zhengzhou,Henan,2018/11/1,71,71
Zhongwei,Ningxia,2018/11/1,24,24
Zhoukou,Henan,2018/11/1,76,76
Zhumadian,Henan,2018/11/1,62,62
Zibo,Shandong,2018/11/1,71,71
Chifeng,Inner Mongolia,2018/11/1,44,44
Jinzhong,Shanxi,2018/11/1,65,65
Shuangyashan,Heilongjiang,2018/11/1,27,27
Alxa League,Inner Mongolia,2018/12/1,31,31
Ankang,Shaanxi,2018/12/1,63,63
Anyang,Henan,2018/12/1,100,100
Anshan,Liaoning,2018/12/1,43,43
Bayannur,Inner Mongolia,2018/12/1,31,31
Baicheng,Jilin,2018/12/1,40,40
Baotou,Inner Mongolia,2018/12/1,47,47
Baoji,Shaanxi,2018/12/1,67,67
Baoding,Hebei,2018/12/1,93,93
Beijing,Beijing,2018/12/1,38,38
Benxi,Liaoning,2018/12/1,44,44
Binzhou,Shandong,2018/12/1,64,64
Bozhou,Xinjiang,2018/12/1,44,44
Cangzhou,Hebei,2018/12/1,70,70
Changjizhou,Xinjiang,2018/12/1,112,112
Chaoyang,Liaoning,2018/12/1,42,42
Chengde,Hebei,2018/12/1,36,36
Dalian,Liaoning,2018/12/1,31,31
Daqing,Heilongjiang,2018/12/1,32,32
Datong,Shanxi,2018/12/1,39,39
Daxinganling,Heilongjiang,2018/12/1,24,24
Dandong,Liaoning,2018/12/1,41,41
Dezhou,Shandong,2018/12/1,70,70
Dingxi,Gansu,2018/12/1,43,43
Dongying,Shandong,2018/12/1,55,55
Ordos,Inner Mongolia,2018/12/1,20,20
Fushun,Liaoning,2018/12/1,57,57
Fuxin,Liaoning,2018/12/1,38,38
Gannan,Gansu,2018/12/1,40,40
Guyuan,Ningxia,2018/12/1,28,28
Guoluo,Qinghai,2018/12/1,16,16
Harbin,Heilongjiang,2018/12/1,56,56
Hami,Xinjiang,2018/12/1,42,42
Haibei,Qinghai,2018/12/1,20,20
Haidong,Qinghai,2018/12/1,58,58
Hainan,Qinghai,2018/12/1,20,20
Haixi,Qinghai,2018/12/1,9,9
Handan,Hebei,2018/12/1,90,90
Hanzhong,Shaanxi,2018/12/1,73,73
Hetian,Xinjiang,2018/12/1,18.25,18.25
Heze,Shandong,2018/12/1,98,98
Hegang,Heilongjiang,2018/12/1,37,37
Heihe,Heilongjiang,2018/12/1,23,23
Hengshui,Hebei,2018/12/1,78,78
Hohhot,Inner Mongolia,2018/12/1,48,48
Hulunbuir,Inner Mongolia,2018/12/1,21,21
Huludao,Liaoning,2018/12/1,48,48
Huangnan,Qinghai,2018/12/1,33,33
Jixi,Heilongjiang,2018/12/1,42,42
Jilin,Jilin,2018/12/1,52,52
Jinan,Shandong,2018/12/1,73,73
Jining,Shandong,2018/12/1,71,71
Jinzhou,Liaoning,2018/12/1,50,50
Jincheng,Shanxi,2018/12/1,52,52
Jiuquan,Gansu,2018/12/1,43,43
Kaifeng,Henan,2018/12/1,104,104
Kelamayi,Xinjiang,2018/12/1,56,56
Kezilesu,Xinjiang,2018/12/1,31,31
Lanzhou,Gansu,2018/12/1,58,58
Langfang,Hebei,2018/12/1,58,58
Liaocheng,Shandong,2018/12/1,87,87
Linxia,Gansu,2018/12/1,56,56
Linyi,Shandong,2018/12/1,71,71
Longnan,Gansu,2018/12/1,40,40
Lvliang,Shanxi,2018/12/1,51,51
Luoyang,Henan,2018/12/1,69,69
Mudanjiang,Heilongjiang,2018/12/1,41,41
Nanyang,Henan,2018/12/1,116,116
Panjin,Liaoning,2018/12/1,36,36
Pingdingshan,Henan,2018/12/1,100,100
Pingliang,Gansu,2018/12/1,40,40
Qitaihe,Heilongjiang,2018/12/1,37,37
Qiqihaer,Heilongjiang,2018/12/1,34,34
Qinhuangdao,Hebei,2018/12/1,41,41
Qingdao,Shandong,2018/12/1,50,50
Qingyang,Gansu,2018/12/1,33,33
Rizhao,Shandong,2018/12/1,56,56
Sanmenxia,Henan,2018/12/1,72,72
Shangluo,Shaanxi,2018/12/1,42,42
Shangqiu,Henan,2018/12/1,92,92
Shenyang,Liaoning,2018/12/1,47,47
Shihezi,Xinjiang,2018/12/1,117,117
Shijiazhuang,Hebei,2018/12/1,89,89
Shuozhou,Shanxi,2018/12/1,56,56
Siping,Jilin,2018/12/1,45,45
Songyuan,Jilin,2018/12/1,35,35
Suihua,Heilongjiang,2018/12/1,53,53
Taiyuan,Shanxi,2018/12/1,68,68
Taian,Shandong,2018/12/1,80,80
Tangshan,Hebei,2018/12/1,61,61
Tianjin,Tianjin,2018/12/1,53,53
Tianshui,Gansu,2018/12/1,49,49
Tieling,Liaoning,2018/12/1,55,55
Tonghua,Jilin,2018/12/1,40,40
Tongliao,Inner Mongolia,2018/12/1,34,34
Tongchuan,Shaanxi,2018/12/1,55,55
Tulufan,Xinjiang,2018/12/1,57,57
Weihai,Shandong,2018/12/1,29,29
Weifang,Shandong,2018/12/1,71,71
Weinan,Shaanxi,2018/12/1,75,75
Wuhai,Inner Mongolia,2018/12/1,33,33
Ulanqab,Inner Mongolia,2018/12/1,23,23
Wulumuqi,Xinjiang,2018/12/1,106,106
Wuzhong,Ningxia,2018/12/1,38,38
Wuwei,Gansu,2018/12/1,38,38
Xining,Qinghai,2018/12/1,57,57
Xilingol League,Inner Mongolia,2018/12/1,9,9
Xianyang,Shaanxi,2018/12/1,86,86
Xinzhou,Shanxi,2018/12/1,66,66
Xinxiang,Henan,2018/12/1,78,78
Xinyang,Henan,2018/12/1,90,90
Xingtai,Hebei,2018/12/1,85,85
Hinggan League,Inner Mongolia,2018/12/1,28,28
Xuchang,Henan,2018/12/1,114,114
Yantai,Shandong,2018/12/1,38,38
Yanan,Shaanxi,2018/12/1,36,36
Yanbian,Jilin,2018/12/1,36,36
Yangquan,Shanxi,2018/12/1,60,60
Yichun,Heilongjiang,2018/12/1,26,26
Yilihasake,Xinjiang,2018/12/1,94,94
Yinchuan,Ningxia,2018/12/1,41,41
Yingkou,Liaoning,2018/12/1,47,47
Yulin,Shaanxi,2018/12/1,38,38
Yushu,Qinghai,2018/12/1,16,16
Yuncheng,Shanxi,2018/12/1,77,77
Zhangjiakou,Hebei,2018/12/1,26,26
Zhangye,Gansu,2018/12/1,35,35
Changchun,Jilin,2018/12/1,38,38
Changzhi,Shanxi,2018/12/1,56,56
Zhengzhou,Henan,2018/12/1,90,90
Zhongwei,Ningxia,2018/12/1,36,36
Zhoukou,Henan,2018/12/1,110,110
Zhumadian,Henan,2018/12/1,91,91
Zibo,Shandong,2018/12/1,73,73
Chifeng,Inner Mongolia,2018/12/1,28,28
Jinzhong,Shanxi,2018/12/1,60,60
Shuangyashan,Heilongjiang,2018/12/1,45,45
Alxa League,Inner Mongolia,2019/1/1,40,40
Ankang,Shaanxi,2019/1/1,105,105
Anyang,Henan,2019/1/1,137,137
Anshan,Liaoning,2019/1/1,70,70
Bayannur,Inner Mongolia,2019/1/1,45,45
Baicheng,Jilin,2019/1/1,34,34
Baotou,Inner Mongolia,2019/1/1,55,55
Baoji,Shaanxi,2019/1/1,115,115
Baoding,Hebei,2019/1/1,137,137
Beijing,Beijing,2019/1/1,51,51
Benxi,Liaoning,2019/1/1,58,58
Binzhou,Shandong,2019/1/1,97,97
Bozhou,Xinjiang,2019/1/1,46,46
Cangzhou,Hebei,2019/1/1,88,88
Changjizhou,Xinjiang,2019/1/1,153,153
Chaoyang,Liaoning,2019/1/1,60,60
Chengde,Hebei,2019/1/1,39,39
Dalian,Liaoning,2019/1/1,54,54
Daqing,Heilongjiang,2019/1/1,41,41
Datong,Shanxi,2019/1/1,53,53
Daxinganling,Heilongjiang,2019/1/1,28,28
Dandong,Liaoning,2019/1/1,57,57
Dezhou,Shandong,2019/1/1,101,101
Dingxi,Gansu,2019/1/1,49,49
Dongying,Shandong,2019/1/1,89,89
Ordos,Inner Mongolia,2019/1/1,29,29
Fushun,Liaoning,2019/1/1,79,79
Fuxin,Liaoning,2019/1/1,54,54
Gannan,Gansu,2019/1/1,39,39
Guyuan,Ningxia,2019/1/1,40,40
Guoluo,Qinghai,2019/1/1,16,16
Harbin,Heilongjiang,2019/1/1,75,75
Hami,Xinjiang,2019/1/1,51,51
Haibei,Qinghai,2019/1/1,24,24
Haidong,Qinghai,2019/1/1,55,55
Hainan,Qinghai,2019/1/1,25,25
Haixi,Qinghai,2019/1/1,13,13
Handan,Hebei,2019/1/1,133,133
Hanzhong,Shaanxi,2019/1/1,128,128
Hetian,Xinjiang,2019/1/1,59.75,59.75
Heze,Shandong,2019/1/1,117,117
Hegang,Heilongjiang,2019/1/1,33,33
Heihe,Heilongjiang,2019/1/1,21,21
Hengshui,Hebei,2019/1/1,107,107
Hohhot,Inner Mongolia,2019/1/1,54,54
Hulunbuir,Inner Mongolia,2019/1/1,21,21
Huludao,Liaoning,2019/1/1,80,80
Huangnan,Qinghai,2019/1/1,30,30
Jixi,Heilongjiang,2019/1/1,46,46
Jilin,Jilin,2019/1/1,63,63
Jinan,Shandong,2019/1/1,95,95
Jining,Shandong,2019/1/1,90,90
Jinzhou,Liaoning,2019/1/1,79,79
Jincheng,Shanxi,2019/1/1,112,112
Jiuquan,Gansu,2019/1/1,46,46
Kaifeng,Henan,2019/1/1,130,130
Kelamayi,Xinjiang,2019/1/1,62,62
Kezilesu,Xinjiang,2019/1/1,59,59
Lanzhou,Gansu,2019/1/1,56,56
Langfang,Hebei,2019/1/1,78,78
Liaocheng,Shandong,2019/1/1,107,107
Linxia,Gansu,2019/1/1,52,52
Linyi,Shandong,2019/1/1,115,115
Longnan,Gansu,2019/1/1,49,49
Lvliang,Shanxi,2019/1/1,88,88
Luoyang,Henan,2019/1/1,131,131
Mudanjiang,Heilongjiang,2019/1/1,51,51
Nanyang,Henan,2019/1/1,146,146
Panjin,Liaoning,2019/1/1,63,63
Pingdingshan,Henan,2019/1/1,133,133
Pingliang,Gansu,2019/1/1,54,54
Qitaihe,Heilongjiang,2019/1/1,46,46
Qiqihaer,Heilongjiang,2019/1/1,39,39
Qinhuangdao,Hebei,2019/1/1,67,67
Qingdao,Shandong,2019/1/1,81,81
Qingyang,Gansu,2019/1/1,57,57
Rizhao,Shandong,2019/1/1,88,88
Sanmenxia,Henan,2019/1/1,130,130
Shangluo,Shaanxi,2019/1/1,74,74
Shangqiu,Henan,2019/1/1,107,107
Shenyang,Liaoning,2019/1/1,70,70
Shihezi,Xinjiang,2019/1/1,185,185
Shijiazhuang,Hebei,2019/1/1,145,145
Shuozhou,Shanxi,2019/1/1,88,88
Siping,Jilin,2019/1/1,60,60
Songyuan,Jilin,2019/1/1,45,45
Suihua,Heilongjiang,2019/1/1,64,64
Taiyuan,Shanxi,2019/1/1,111,111
Taian,Shandong,2019/1/1,111,111
Tangshan,Hebei,2019/1/1,86,86
Tianjin,Tianjin,2019/1/1,81,81
Tianshui,Gansu,2019/1/1,65,65
Tieling,Liaoning,2019/1/1,70,70
Tonghua,Jilin,2019/1/1,57,57
Tongliao,Inner Mongolia,2019/1/1,44,44
Tongchuan,Shaanxi,2019/1/1,101,101
Tulufan,Xinjiang,2019/1/1,119,119
Weihai,Shandong,2019/1/1,51,51
Weifang,Shandong,2019/1/1,108,108
Weinan,Shaanxi,2019/1/1,137,137
Wuhai,Inner Mongolia,2019/1/1,41,41
Ulanqab,Inner Mongolia,2019/1/1,35,35
Wulumuqi,Xinjiang,2019/1/1,127,127
Wuzhong,Ningxia,2019/1/1,49,49
Wuwei,Gansu,2019/1/1,41,41
Xining,Qinghai,2019/1/1,58,58
Xilingol League,Inner Mongolia,2019/1/1,9,9
Xianyang,Shaanxi,2019/1/1,156,156
Xinzhou,Shanxi,2019/1/1,103,103
Xinxiang,Henan,2019/1/1,106,106
Xinyang,Henan,2019/1/1,106,106
Xingtai,Hebei,2019/1/1,133,133
Hinggan League,Inner Mongolia,2019/1/1,34,34
Xuchang,Henan,2019/1/1,134,134
Yantai,Shandong,2019/1/1,68,68
Yanan,Shaanxi,2019/1/1,55,55
Yanbian,Jilin,2019/1/1,40,40
Yangquan,Shanxi,2019/1/1,101,101
Yichun,Heilongjiang,2019/1/1,31,31
Yilihasake,Xinjiang,2019/1/1,83,83
Yinchuan,Ningxia,2019/1/1,56,56
Yingkou,Liaoning,2019/1/1,74,74
Yulin,Shaanxi,2019/1/1,52,52
Yushu,Qinghai,2019/1/1,16,16
Yuncheng,Shanxi,2019/1/1,144,144
Zhangjiakou,Hebei,2019/1/1,28,28
Zhangye,Gansu,2019/1/1,46,46
Changchun,Jilin,2019/1/1,63,63
Changzhi,Shanxi,2019/1/1,100,100
Zhengzhou,Henan,2019/1/1,122,122
Zhongwei,Ningxia,2019/1/1,46,46
Zhoukou,Henan,2019/1/1,114,114
Zhumadian,Henan,2019/1/1,110,110
Zibo,Shandong,2019/1/1,102,102
Chifeng,Inner Mongolia,2019/1/1,34,34
Jinzhong,Shanxi,2019/1/1,98,98
Shuangyashan,Heilongjiang,2019/1/1,41,41
Alxa League,Inner Mongolia,2019/2/1,41,41
Ankang,Shaanxi,2019/2/1,70,70
Anyang,Henan,2019/2/1,156,156
Anshan,Liaoning,2019/2/1,72,72
Bayannur,Inner Mongolia,2019/2/1,42,42
Baicheng,Jilin,2019/2/1,62,62
Baotou,Inner Mongolia,2019/2/1,52,52
Baoji,Shaanxi,2019/2/1,113,113
Baoding,Hebei,2019/2/1,115,115
Beijing,Beijing,2019/2/1,53,53
Benxi,Liaoning,2019/2/1,60,60
Binzhou,Shandong,2019/2/1,90,90
Bozhou,Xinjiang,2019/2/1,35,35
Cangzhou,Hebei,2019/2/1,88,88
Changjizhou,Xinjiang,2019/2/1,126,126
Chaoyang,Liaoning,2019/2/1,44,44
Chengde,Hebei,2019/2/1,33,33
Dalian,Liaoning,2019/2/1,51,51
Daqing,Heilongjiang,2019/2/1,54,54
Datong,Shanxi,2019/2/1,44,44
Daxinganling,Heilongjiang,2019/2/1,31,31
Dandong,Liaoning,2019/2/1,52,52
Dezhou,Shandong,2019/2/1,109,109
Dingxi,Gansu,2019/2/1,35,35
Dongying,Shandong,2019/2/1,75,75
Ordos,Inner Mongolia,2019/2/1,30,30
Fushun,Liaoning,2019/2/1,73,73
Fuxin,Liaoning,2019/2/1,44,44
Gannan,Gansu,2019/2/1,33,33
Guyuan,Ningxia,2019/2/1,39,39
Guoluo,Qinghai,2019/2/1,20,20
Harbin,Heilongjiang,2019/2/1,106,106
Hami,Xinjiang,2019/2/1,32,32
Haibei,Qinghai,2019/2/1,27,27
Haidong,Qinghai,2019/2/1,48,48
Hainan,Qinghai,2019/2/1,29,29
Haixi,Qinghai,2019/2/1,24,24
Handan,Hebei,2019/2/1,140,140
Hanzhong,Shaanxi,2019/2/1,67,67
Hetian,Xinjiang,2019/2/1,50.5,50.5
Heze,Shandong,2019/2/1,119,119
Hegang,Heilongjiang,2019/2/1,44,44
Heihe,Heilongjiang,2019/2/1,21,21
Hengshui,Hebei,2019/2/1,114,114
Hohhot,Inner Mongolia,2019/2/1,52,52
Hulunbuir,Inner Mongolia,2019/2/1,20,20
Huludao,Liaoning,2019/2/1,58,58
Huangnan,Qinghai,2019/2/1,35,35
Jixi,Heilongjiang,2019/2/1,65,65
Jilin,Jilin,2019/2/1,79,79
Jinan,Shandong,2019/2/1,92,92
Jining,Shandong,2019/2/1,83,83
Jinzhou,Liaoning,2019/2/1,58,58
Jincheng,Shanxi,2019/2/1,106,106
Jiuquan,Gansu,2019/2/1,37,37
Kaifeng,Henan,2019/2/1,130,130
Kelamayi,Xinjiang,2019/2/1,46,46
Kezilesu,Xinjiang,2019/2/1,63,63
Lanzhou,Gansu,2019/2/1,43,43
Langfang,Hebei,2019/2/1,80,80
Liaocheng,Shandong,2019/2/1,112,112
Linxia,Gansu,2019/2/1,30,30
Linyi,Shandong,2019/2/1,103,103
Longnan,Gansu,2019/2/1,29,29
Lvliang,Shanxi,2019/2/1,64,64
Luoyang,Henan,2019/2/1,132,132
Mudanjiang,Heilongjiang,2019/2/1,73,73
Nanyang,Henan,2019/2/1,116,116
Panjin,Liaoning,2019/2/1,54,54
Pingdingshan,Henan,2019/2/1,107,107
Pingliang,Gansu,2019/2/1,49,49
Qitaihe,Heilongjiang,2019/2/1,78,78
Qiqihaer,Heilongjiang,2019/2/1,78,78
Qinhuangdao,Hebei,2019/2/1,57,57
Qingdao,Shandong,2019/2/1,71,71
Qingyang,Gansu,2019/2/1,55,55
Rizhao,Shandong,2019/2/1,78,78
Sanmenxia,Henan,2019/2/1,103,103
Shangluo,Shaanxi,2019/2/1,56,56
Shangqiu,Henan,2019/2/1,108,108
Shenyang,Liaoning,2019/2/1,71,71
Shihezi,Xinjiang,2019/2/1,134,134
Shijiazhuang,Hebei,2019/2/1,121,121
Shuozhou,Shanxi,2019/2/1,59,59
Siping,Jilin,2019/2/1,63,63
Songyuan,Jilin,2019/2/1,75,75
Suihua,Heilongjiang,2019/2/1,119,119
Taiyuan,Shanxi,2019/2/1,92,92
Taian,Shandong,2019/2/1,103,103
Tangshan,Hebei,2019/2/1,72,72
Tianjin,Tianjin,2019/2/1,78,78
Tianshui,Gansu,2019/2/1,52,52
Tieling,Liaoning,2019/2/1,69,69
Tonghua,Jilin,2019/2/1,51,51
Tongliao,Inner Mongolia,2019/2/1,43,43
Tongchuan,Shaanxi,2019/2/1,95,95
Tulufan,Xinjiang,2019/2/1,57,57
Weihai,Shandong,2019/2/1,51,51
Weifang,Shandong,2019/2/1,95,95
Weinan,Shaanxi,2019/2/1,119,119
Wuhai,Inner Mongolia,2019/2/1,38,38
Ulanqab,Inner Mongolia,2019/2/1,46,46
Wulumuqi,Xinjiang,2019/2/1,108,108
Wuzhong,Ningxia,2019/2/1,46,46
Wuwei,Gansu,2019/2/1,45,45
Xining,Qinghai,2019/2/1,41,41
Xilingol League,Inner Mongolia,2019/2/1,12,12
Xianyang,Shaanxi,2019/2/1,141,141
Xinzhou,Shanxi,2019/2/1,81,81
Xinxiang,Henan,2019/2/1,122,122
Xinyang,Henan,2019/2/1,87,87
Xingtai,Hebei,2019/2/1,140,140
Hinggan League,Inner Mongolia,2019/2/1,41,41
Xuchang,Henan,2019/2/1,122,122
Yantai,Shandong,2019/2/1,66,66
Yanan,Shaanxi,2019/2/1,48,48
Yanbian,Jilin,2019/2/1,42,42
Yangquan,Shanxi,2019/2/1,90,90
Yichun,Heilongjiang,2019/2/1,52,52
Yilihasake,Xinjiang,2019/2/1,64,64
Yinchuan,Ningxia,2019/2/1,45,45
Yingkou,Liaoning,2019/2/1,63,63
Yulin,Shaanxi,2019/2/1,51,51
Yushu,Qinghai,2019/2/1,15,15
Yuncheng,Shanxi,2019/2/1,107,107
Zhangjiakou,Hebei,2019/2/1,32,32
Zhangye,Gansu,2019/2/1,41,41
