city,prov,time,pm25,pmnew
Daxinganling,Heilongjiang,2017/10/1,26,25.06
Dandong,Liaoning,2017/10/1,29,28.02
Dezhou,Shandong,2017/10/1,59,56.65
Dingxi,Gansu,2017/10/1,28,21.05
Dongying,Shandong,2017/10/1,55,52.67
Ordos,Inner Mongolia,2017/10/1,27,22.29
Fushun,Liaoning,2017/10/1,56,54.14
Fuxin,Liaoning,2017/10/1,43,41.27
Gannan,Gansu,2017/10/1,21,14.17
Guyuan,Ningxia,2017/10/1,21,16.84
Guoluo,Qinghai,2017/10/1,24,15.03
Harbin,Heilongjiang,2017/10/1,94,91.38
Hami,Xinjiang,2017/10/1,32,28.5
Haibei,Qinghai,2017/10/1,29,NA
Haidong,Qinghai,2017/10/1,44,34.54
Hainan,Qinghai,2017/10/1,23,16.04
Haixi,Qinghai,2017/10/1,26,17.61
Handan,Hebei,2017/10/1,83,79.2
Hanzhong,Shaanxi,2017/10/1,28,25.24
Hetian,Xinjiang,2017/10/1,21.25,17.25
Heze,Shandong,2017/10/1,63,59.96
Hegang,Heilongjiang,2017/10/1,74,71.45
Heihe,Heilongjiang,2017/10/1,20,19.64
Hengshui,Hebei,2017/10/1,73,69.99
Hohhot,Inner Mongolia,2017/10/1,57,48.84
Hulunbuir,Inner Mongolia,2017/10/1,12,11.15
Huludao,Liaoning,2017/10/1,47,45.59
Huangnan,Qinghai,2017/10/1,28,19.74
Jixi,Heilongjiang,2017/10/1,64,61.13
Jilin,Jilin,2017/10/1,72,68.91
Jinan,Shandong,2017/10/1,56,52.65
Jining,Shandong,2017/10/1,45,42.93
Jinzhou,Liaoning,2017/10/1,53,51.03
Jincheng,Shanxi,2017/10/1,55,49.19
Jiuquan,Gansu,2017/10/1,28,23.01
Kaifeng,Henan,2017/10/1,53,50.34
Kelamayi,Xinjiang,2017/10/1,23,21.32
Kezilesu,Xinjiang,2017/10/1,9,7.39
Lanzhou,Gansu,2017/10/1,41,32.48
Langfang,Hebei,2017/10/1,52,50.25
Liaocheng,Shandong,2017/10/1,61,58.27
Linxia,Gansu,2017/10/1,28,21.82
Linyi,Shandong,2017/10/1,48,45.29
Longnan,Gansu,2017/10/1,16,13.47
Lvliang,Shanxi,2017/10/1,51,44.38
Luoyang,Henan,2017/10/1,55,50.81
Mudanjiang,Heilongjiang,2017/10/1,47,45.12
Nanyang,Henan,2017/10/1,35,32.99
Panjin,Liaoning,2017/10/1,38,36.81
Pingdingshan,Henan,2017/10/1,53,50.01
Pingliang,Gansu,2017/10/1,24,20.04
Qitaihe,Heilongjiang,2017/10/1,75,71.92
Qiqihaer,Heilongjiang,2017/10/1,41,39.84
Qinhuangdao,Hebei,2017/10/1,45,43.53
Qingdao,Shandong,2017/10/1,27,25.53
Qingyang,Gansu,2017/10/1,26,21.54
Rizhao,Shandong,2017/10/1,34,32.32
Sanmenxia,Henan,2017/10/1,47,43.12
Shangluo,Shaanxi,2017/10/1,23,20.32
Shangqiu,Henan,2017/10/1,50,47.65
Shenyang,Liaoning,2017/10/1,52,50.49
Shihezi,Xinjiang,2017/10/1,36,33.56
Shijiazhuang,Hebei,2017/10/1,80,76.14
Shuozhou,Shanxi,2017/10/1,50,43.03
Siping,Jilin,2017/10/1,57,54.91
Songyuan,Jilin,2017/10/1,42,40.64
Suihua,Heilongjiang,2017/10/1,54,52.28
Taiyuan,Shanxi,2017/10/1,68,60.17
Taian,Shandong,2017/10/1,54,44.32
Tangshan,Hebei,2017/10/1,70,67.49
Tianjin,Tianjin,2017/10/1,62,59.65
Tianshui,Gansu,2017/10/1,28,23.84
Tieling,Liaoning,2017/10/1,53,51.28
Tonghua,Jilin,2017/10/1,36,33.79
Tongliao,Inner Mongolia,2017/10/1,35,33.53
Tongchuan,Shaanxi,2017/10/1,46,40.91
Tulufan,Xinjiang,2017/10/1,41,38.87
Weihai,Shandong,2017/10/1,19,18.01
Weifang,Shandong,2017/10/1,53,50.64
Weinan,Shaanxi,2017/10/1,58,53.54
Wuhai,Inner Mongolia,2017/10/1,44,37.62
Ulanqab,Inner Mongolia,2017/10/1,32,26.74
Wulumuqi,Xinjiang,2017/10/1,45,39.57
Wuzhong,Ningxia,2017/10/1,37,31.41
Wuwei,Gansu,2017/10/1,37,28.51
Xining,Qinghai,2017/10/1,28,20.88
Xilingol League,Inner Mongolia,2017/10/1,15,13.19
Xianyang,Shaanxi,2017/10/1,53,48.33
Xinzhou,Shanxi,2017/10/1,45,39.79
Xinxiang,Henan,2017/10/1,60,56.95
Xinyang,Henan,2017/10/1,43,40.55
Xingtai,Hebei,2017/10/1,79,75.38
Hinggan League,Inner Mongolia,2017/10/1,21,19.69
Xuchang,Henan,2017/10/1,44,41.92
Yantai,Shandong,2017/10/1,24,22.89
Yanan,Shaanxi,2017/10/1,34,28.85
Yanbian,Jilin,2017/10/1,32,30.51
Yangquan,Shanxi,2017/10/1,63,55.78
Yichun,Heilongjiang,2017/10/1,27,26.09
Yilihasake,Xinjiang,2017/10/1,53,47.72
Yinchuan,Ningxia,2017/10/1,48,40.95
Yingkou,Liaoning,2017/10/1,40,38.75
Yulin,Shaanxi,2017/10/1,29,24.69
Yushu,Qinghai,2017/10/1,16,9.6
Yuncheng,Shanxi,2017/10/1,52,47.91
Zhangjiakou,Hebei,2017/10/1,32,28.6
Zhangye,Gansu,2017/10/1,25,20.54
Changchun,Jilin,2017/10/1,68,64.88
Changzhi,Shanxi,2017/10/1,57,49.33
Zhengzhou,Henan,2017/10/1,48,45.38
Zhongwei,Ningxia,2017/10/1,33,27.74
Zhoukou,Henan,2017/10/1,45,42.75
Zhumadian,Henan,2017/10/1,53,50.26
Zibo,Shandong,2017/10/1,65,61.43
Chifeng,Inner Mongolia,2017/10/1,32,29.02
Jinzhong,Shanxi,2017/10/1,63,55.88
Shuangyashan,Heilongjiang,2017/10/1,83,81.62
Alxa League,Inner Mongolia,2017/11/1,32,32.19
Ankang,Shaanxi,2017/11/1,57,53.44
Anyang,Henan,2017/11/1,59,57.41
Anshan,Liaoning,2017/11/1,38,37.76
Bayannur,Inner Mongolia,2017/11/1,32,28.63
Baicheng,Jilin,2017/11/1,33,33.18
Baotou,Inner Mongolia,2017/11/1,50,45.14
Baoji,Shaanxi,2017/11/1,82,73.38
Baoding,Hebei,2017/11/1,75,74.65
Beijing,Beijing,2017/11/1,46,45.67
Benxi,Liaoning,2017/11/1,36,35.59
Binzhou,Shandong,2017/11/1,56,55.39
Bozhou,Xinjiang,2017/11/1,39,37.55
Cangzhou,Hebei,2017/11/1,63,62.27
Changjizhou,Xinjiang,2017/11/1,69,65.77
Chaoyang,Liaoning,2017/11/1,34,33.52
Chengde,Hebei,2017/11/1,38,36.63
Dalian,Liaoning,2017/11/1,28,27.41
Daqing,Heilongjiang,2017/11/1,46,46.53
Datong,Shanxi,2017/11/1,39,35
Daxinganling,Heilongjiang,2017/11/1,23,23.17
Dandong,Liaoning,2017/11/1,33,33.04
Dezhou,Shandong,2017/11/1,58,57.25
Dingxi,Gansu,2017/11/1,51,39.02
Dongying,Shandong,2017/11/1,52,51.25
Ordos,Inner Mongolia,2017/11/1,21,17.8
Fushun,Liaoning,2017/11/1,41,41.14
Fuxin,Liaoning,2017/11/1,34,33.76
Gannan,Gansu,2017/11/1,41,28.14
Guyuan,Ningxia,2017/11/1,38,30.83
Guoluo,Qinghai,2017/11/1,28,17.89
Harbin,Heilongjiang,2017/11/1,101,102.2
Hami,Xinjiang,2017/11/1,48,43.94
Haibei,Qinghai,2017/11/1,25,NA
Haidong,Qinghai,2017/11/1,52,41.57
Hainan,Qinghai,2017/11/1,30,21.34
Haixi,Qinghai,2017/11/1,19,13.2
Handan,Hebei,2017/11/1,91,88.81
Hanzhong,Shaanxi,2017/11/1,70,63.97
Hetian,Xinjiang,2017/11/1,37.5,31.12
Heze,Shandong,2017/11/1,73,71
Hegang,Heilongjiang,2017/11/1,44,44.17
Heihe,Heilongjiang,2017/11/1,25,25.66
Hengshui,Hebei,2017/11/1,74,72.95
Hohhot,Inner Mongolia,2017/11/1,55,48.88
Hulunbuir,Inner Mongolia,2017/11/1,17,16.63
Huludao,Liaoning,2017/11/1,34,34.08
Huangnan,Qinghai,2017/11/1,34,24.33
Jixi,Heilongjiang,2017/11/1,66,65.1
Jilin,Jilin,2017/11/1,80,79.26
Jinan,Shandong,2017/11/1,55,52.83
Jining,Shandong,2017/11/1,60,58.58
Jinzhou,Liaoning,2017/11/1,38,37.82
Jincheng,Shanxi,2017/11/1,67,60.99
Jiuquan,Gansu,2017/11/1,31,25.99
Kaifeng,Henan,2017/11/1,46,44.45
Kelamayi,Xinjiang,2017/11/1,33,31.27
Kezilesu,Xinjiang,2017/11/1,35,29.48
Lanzhou,Gansu,2017/11/1,60,48.59
Langfang,Hebei,2017/11/1,52,51.94
Liaocheng,Shandong,2017/11/1,67,65.5
Linxia,Gansu,2017/11/1,55,43.61
Linyi,Shandong,2017/11/1,66,63.75
Longnan,Gansu,2017/11/1,36,30.55
Lvliang,Shanxi,2017/11/1,75,66.77
Luoyang,Henan,2017/11/1,42,39.36
Mudanjiang,Heilongjiang,2017/11/1,49,48.47
Nanyang,Henan,2017/11/1,48,45.96
Panjin,Liaoning,2017/11/1,29,29.08
Pingdingshan,Henan,2017/11/1,52,49.85
Pingliang,Gansu,2017/11/1,38,32.05
Qitaihe,Heilongjiang,2017/11/1,83,82.62
Qiqihaer,Heilongjiang,2017/11/1,58,58.95
Qinhuangdao,Hebei,2017/11/1,38,37.95
Qingdao,Shandong,2017/11/1,41,39.74
Qingyang,Gansu,2017/11/1,34,28.42
Rizhao,Shandong,2017/11/1,49,47.73
Sanmenxia,Henan,2017/11/1,49,45.72
Shangluo,Shaanxi,2017/11/1,39,34.91
Shangqiu,Henan,2017/11/1,44,42.84
Shenyang,Liaoning,2017/11/1,40,40.16
Shihezi,Xinjiang,2017/11/1,61,57.83
Shijiazhuang,Hebei,2017/11/1,78,76.14
Shuozhou,Shanxi,2017/11/1,47,41.58
Siping,Jilin,2017/11/1,59,59.1
Songyuan,Jilin,2017/11/1,39,39.22
Suihua,Heilongjiang,2017/11/1,46,46.52
Taiyuan,Shanxi,2017/11/1,81,73.3
Taian,Shandong,2017/11/1,62,51.72
Tangshan,Hebei,2017/11/1,62,61.92
Tianjin,Tianjin,2017/11/1,53,52.64
Tianshui,Gansu,2017/11/1,50,43.21
Tieling,Liaoning,2017/11/1,53,53.19
Tonghua,Jilin,2017/11/1,32,31.02
Tongliao,Inner Mongolia,2017/11/1,30,29.9
Tongchuan,Shaanxi,2017/11/1,68,61.38
Tulufan,Xinjiang,2017/11/1,79,77.33
Weihai,Shandong,2017/11/1,22,21.41
Weifang,Shandong,2017/11/1,60,58.87
Weinan,Shaanxi,2017/11/1,90,84.65
Wuhai,Inner Mongolia,2017/11/1,41,36.05
Ulanqab,Inner Mongolia,2017/11/1,26,22.44
Wulumuqi,Xinjiang,2017/11/1,71,63.6
Wuzhong,Ningxia,2017/11/1,43,37.41
Wuwei,Gansu,2017/11/1,47,36.96
Xining,Qinghai,2017/11/1,55,41.81
Xilingol League,Inner Mongolia,2017/11/1,10,9.21
Xianyang,Shaanxi,2017/11/1,103,95.49
Xinzhou,Shanxi,2017/11/1,64,58.06
Xinxiang,Henan,2017/11/1,45,43.62
Xinyang,Henan,2017/11/1,42,40.18
Xingtai,Hebei,2017/11/1,81,79.05
Hinggan League,Inner Mongolia,2017/11/1,18,17.56
Xuchang,Henan,2017/11/1,52,50.38
Yantai,Shandong,2017/11/1,29,28.38
Yanan,Shaanxi,2017/11/1,51,43.99
Yanbian,Jilin,2017/11/1,39,38.36
Yangquan,Shanxi,2017/11/1,60,54.33
Yichun,Heilongjiang,2017/11/1,38,38.28
Yilihasake,Xinjiang,2017/11/1,54,49.54
Yinchuan,Ningxia,2017/11/1,47,41.1
Yingkou,Liaoning,2017/11/1,33,33.1
Yulin,Shaanxi,2017/11/1,36,31.39
Yushu,Qinghai,2017/11/1,17,10.39
Yuncheng,Shanxi,2017/11/1,86,80.75
Zhangjiakou,Hebei,2017/11/1,29,26.77
Zhangye,Gansu,2017/11/1,33,27.78
Changchun,Jilin,2017/11/1,57,56.52
Changzhi,Shanxi,2017/11/1,67,58.86
Zhengzhou,Henan,2017/11/1,51,48.96
Zhongwei,Ningxia,2017/11/1,36,30.95
Zhoukou,Henan,2017/11/1,45,43.55
Zhumadian,Henan,2017/11/1,45,43.38
Zibo,Shandong,2017/11/1,63,61.06
Chifeng,Inner Mongolia,2017/11/1,25,23.48
Jinzhong,Shanxi,2017/11/1,70,63.59
Shuangyashan,Heilongjiang,2017/11/1,78,79.29
Alxa League,Inner Mongolia,2017/12/1,34,35.36
Ankang,Shaanxi,2017/12/1,81,77.84
Anyang,Henan,2017/12/1,105,104.8
Anshan,Liaoning,2017/12/1,62,63.34
Bayannur,Inner Mongolia,2017/12/1,32,29.27
Baicheng,Jilin,2017/12/1,42,43.93
Baotou,Inner Mongolia,2017/12/1,51,47.08
Baoji,Shaanxi,2017/12/1,88,80.99
Baoding,Hebei,2017/12/1,100,101.73
Beijing,Beijing,2017/12/1,44,44.53
Benxi,Liaoning,2017/12/1,54,54.98
Binzhou,Shandong,2017/12/1,77,77.96
Bozhou,Xinjiang,2017/12/1,47,47.32
Cangzhou,Hebei,2017/12/1,90,91.05
Changjizhou,Xinjiang,2017/12/1,94,93.91
Chaoyang,Liaoning,2017/12/1,52,52.85
Chengde,Hebei,2017/12/1,41,40.5
Dalian,Liaoning,2017/12/1,33,33.12
Daqing,Heilongjiang,2017/12/1,44,46.58
Datong,Shanxi,2017/12/1,42,38.55
Daxinganling,Heilongjiang,2017/12/1,34,35.77
Dandong,Liaoning,2017/12/1,44,45.53
Dezhou,Shandong,2017/12/1,83,84.08
Dingxi,Gansu,2017/12/1,56,44.06
Dongying,Shandong,2017/12/1,71,71.77
Ordos,Inner Mongolia,2017/12/1,22,19.05
Fushun,Liaoning,2017/12/1,71,73.56
Fuxin,Liaoning,2017/12/1,46,47.16
Gannan,Gansu,2017/12/1,35,24.51
Guyuan,Ningxia,2017/12/1,32,26.71
Guoluo,Qinghai,2017/12/1,36,23.3
Harbin,Heilongjiang,2017/12/1,74,78.58
Hami,Xinjiang,2017/12/1,59,56.29
Haibei,Qinghai,2017/12/1,34,NA
Haidong,Qinghai,2017/12/1,61,50.21
Hainan,Qinghai,2017/12/1,35,25.43
Haixi,Qinghai,2017/12/1,28,19.8
Handan,Hebei,2017/12/1,117,116.81
Hanzhong,Shaanxi,2017/12/1,110,103.13
Hetian,Xinjiang,2017/12/1,55,47.4
Heze,Shandong,2017/12/1,109,108.86
Hegang,Heilongjiang,2017/12/1,44,46.22
Heihe,Heilongjiang,2017/12/1,22,23.57
Hengshui,Hebei,2017/12/1,97,98.08
Hohhot,Inner Mongolia,2017/12/1,58,52.64
Hulunbuir,Inner Mongolia,2017/12/1,32,32.85
Huludao,Liaoning,2017/12/1,55,56.85
Huangnan,Qinghai,2017/12/1,46,33.68
Jixi,Heilongjiang,2017/12/1,65,66.9
Jilin,Jilin,2017/12/1,69,71.24
Jinan,Shandong,2017/12/1,88,86.6
Jining,Shandong,2017/12/1,98,98.34
Jinzhou,Liaoning,2017/12/1,61,62.44
Jincheng,Shanxi,2017/12/1,64,59.83
Jiuquan,Gansu,2017/12/1,35,30.24
Kaifeng,Henan,2017/12/1,89,88.24
Kelamayi,Xinjiang,2017/12/1,49,48.72
Kezilesu,Xinjiang,2017/12/1,54,47.16
Lanzhou,Gansu,2017/12/1,67,56.12
Langfang,Hebei,2017/12/1,58,59.32
Liaocheng,Shandong,2017/12/1,98,98.53
Linxia,Gansu,2017/12/1,85,69.21
Linyi,Shandong,2017/12/1,94,93.25
Longnan,Gansu,2017/12/1,59,51.58
Lvliang,Shanxi,2017/12/1,83,76.15
Luoyang,Henan,2017/12/1,66,63.38
Mudanjiang,Heilongjiang,2017/12/1,49,50.57
Nanyang,Henan,2017/12/1,100,98.14
Panjin,Liaoning,2017/12/1,48,49.6
Pingdingshan,Henan,2017/12/1,73,71.68
Pingliang,Gansu,2017/12/1,36,31.22
Qitaihe,Heilongjiang,2017/12/1,56,58.07
Qiqihaer,Heilongjiang,2017/12/1,54,57.32
Qinhuangdao,Hebei,2017/12/1,46,47.15
Qingdao,Shandong,2017/12/1,59,58.69
Qingyang,Gansu,2017/12/1,38,32.57
Rizhao,Shandong,2017/12/1,65,64.93
Sanmenxia,Henan,2017/12/1,71,68.12
Shangluo,Shaanxi,2017/12/1,48,44.09
Shangqiu,Henan,2017/12/1,85,84.93
Shenyang,Liaoning,2017/12/1,66,68.45
Shihezi,Xinjiang,2017/12/1,80,79.31
Shijiazhuang,Hebei,2017/12/1,93,92.71
Shuozhou,Shanxi,2017/12/1,59,53.55
Siping,Jilin,2017/12/1,69,71.58
Songyuan,Jilin,2017/12/1,44,46.16
Suihua,Heilongjiang,2017/12/1,48,50.82
Taiyuan,Shanxi,2017/12/1,76,70.47
Taian,Shandong,2017/12/1,90,76.88
Tangshan,Hebei,2017/12/1,75,76.6
Tianjin,Tianjin,2017/12/1,69,70.06
Tianshui,Gansu,2017/12/1,41,36.55
Tieling,Liaoning,2017/12/1,66,68.51
Tonghua,Jilin,2017/12/1,49,49.12
Tongliao,Inner Mongolia,2017/12/1,37,38.05
Tongchuan,Shaanxi,2017/12/1,73,67.76
Tulufan,Xinjiang,2017/12/1,135,139.05
Weihai,Shandong,2017/12/1,33,32.93
Weifang,Shandong,2017/12/1,79,79.56
Weinan,Shaanxi,2017/12/1,103,99.92
Wuhai,Inner Mongolia,2017/12/1,45,40.63
Ulanqab,Inner Mongolia,2017/12/1,23,20.23
Wulumuqi,Xinjiang,2017/12/1,92,85.82
Wuzhong,Ningxia,2017/12/1,41,36.66
Wuwei,Gansu,2017/12/1,48,38.87
Xining,Qinghai,2017/12/1,43,33.57
Xilingol League,Inner Mongolia,2017/12/1,11,10.4
Xianyang,Shaanxi,2017/12/1,120,114.6
Xinzhou,Shanxi,2017/12/1,61,56.68
Xinxiang,Henan,2017/12/1,79,78.63
Xinyang,Henan,2017/12/1,89,87.06
Xingtai,Hebei,2017/12/1,85,84.86
Hinggan League,Inner Mongolia,2017/12/1,29,29.21
Xuchang,Henan,2017/12/1,77,76.59
Yantai,Shandong,2017/12/1,42,42.23
Yanan,Shaanxi,2017/12/1,57,50.66
Yanbian,Jilin,2017/12/1,40,40.74
Yangquan,Shanxi,2017/12/1,61,56.56
Yichun,Heilongjiang,2017/12/1,34,35.94
Yilihasake,Xinjiang,2017/12/1,93,88.39
Yinchuan,Ningxia,2017/12/1,57,51.36
Yingkou,Liaoning,2017/12/1,57,58.85
Yulin,Shaanxi,2017/12/1,45,40.31
Yushu,Qinghai,2017/12/1,32,19.81
Yuncheng,Shanxi,2017/12/1,112,108.48
Zhangjiakou,Hebei,2017/12/1,26,24.5
Zhangye,Gansu,2017/12/1,33,28.65
Changchun,Jilin,2017/12/1,60,61.7
Changzhi,Shanxi,2017/12/1,64,57.75
Zhengzhou,Henan,2017/12/1,87,85.68
Zhongwei,Ningxia,2017/12/1,33,29.31
Zhoukou,Henan,2017/12/1,97,96.15
Zhumadian,Henan,2017/12/1,80,79.01
Zibo,Shandong,2017/12/1,87,86.62
Chifeng,Inner Mongolia,2017/12/1,39,37.57
Jinzhong,Shanxi,2017/12/1,64,59.69
Shuangyashan,Heilongjiang,2017/12/1,48,51.17
Alxa League,Inner Mongolia,2018/1/1,36,38
Ankang,Shaanxi,2018/1/1,67,64.84
Anyang,Henan,2018/1/1,129,130.15
Anshan,Liaoning,2018/1/1,50,51.82
Bayannur,Inner Mongolia,2018/1/1,27,25.07
Baicheng,Jilin,2018/1/1,41,43.19
Baotou,Inner Mongolia,2018/1/1,37,34.55
Baoji,Shaanxi,2018/1/1,100,93.2
Baoding,Hebei,2018/1/1,99,101.66
Beijing,Beijing,2018/1/1,34,34.76
Benxi,Liaoning,2018/1/1,52,53.82
Binzhou,Shandong,2018/1/1,82,83.97
Bozhou,Xinjiang,2018/1/1,67,70.09
Cangzhou,Hebei,2018/1/1,86,88.01
Changjizhou,Xinjiang,2018/1/1,183,190.53
Chaoyang,Liaoning,2018/1/1,42,43.09
Chengde,Hebei,2018/1/1,30,29.87
Dalian,Liaoning,2018/1/1,37,37.7
Daqing,Heilongjiang,2018/1/1,52,55.38
Datong,Shanxi,2018/1/1,35,32.55
Daxinganling,Heilongjiang,2018/1/1,35,36.78
Dandong,Liaoning,2018/1/1,38,39.62
Dezhou,Shandong,2018/1/1,78,79.83
Dingxi,Gansu,2018/1/1,57,44.91
Dongying,Shandong,2018/1/1,73,74.65
Ordos,Inner Mongolia,2018/1/1,22,19.33
Fushun,Liaoning,2018/1/1,78,82.56
Fuxin,Liaoning,2018/1/1,39,40.4
Gannan,Gansu,2018/1/1,31,21.66
Guyuan,Ningxia,2018/1/1,36,30.28
Guoluo,Qinghai,2018/1/1,21,13.55
Harbin,Heilongjiang,2018/1/1,87,93.21
Hami,Xinjiang,2018/1/1,44,42.55
Haibei,Qinghai,2018/1/1,24,NA
Haidong,Qinghai,2018/1/1,45,37.06
Hainan,Qinghai,2018/1/1,26,18.82
Haixi,Qinghai,2018/1/1,17,12.01
Handan,Hebei,2018/1/1,124,125.39
Hanzhong,Shaanxi,2018/1/1,93,87.68
Hetian,Xinjiang,2018/1/1,36,31.14
Heze,Shandong,2018/1/1,112,113.19
Hegang,Heilongjiang,2018/1/1,42,44.21
Heihe,Heilongjiang,2018/1/1,27,28.94
Hengshui,Hebei,2018/1/1,92,93.89
Hohhot,Inner Mongolia,2018/1/1,35,32.16
Hulunbuir,Inner Mongolia,2018/1/1,24,24.77
Huludao,Liaoning,2018/1/1,55,57.6
Huangnan,Qinghai,2018/1/1,35,25.56
Jixi,Heilongjiang,2018/1/1,56,57.96
Jilin,Jilin,2018/1/1,56,58.59
Jinan,Shandong,2018/1/1,93,92.73
Jining,Shandong,2018/1/1,102,103.11
Jinzhou,Liaoning,2018/1/1,56,57.97
Jincheng,Shanxi,2018/1/1,93,87.85
Jiuquan,Gansu,2018/1/1,27,23.73
Kaifeng,Henan,2018/1/1,110,110.5
Kelamayi,Xinjiang,2018/1/1,67,69.02
Kezilesu,Xinjiang,2018/1/1,39,34.35
Lanzhou,Gansu,2018/1/1,59,49.32
Langfang,Hebei,2018/1/1,48,49.66
Liaocheng,Shandong,2018/1/1,102,103.54
Linxia,Gansu,2018/1/1,41,33.41
Linyi,Shandong,2018/1/1,101,101.16
Longnan,Gansu,2018/1/1,47,41.1
Lvliang,Shanxi,2018/1/1,79,72.81
Luoyang,Henan,2018/1/1,96,93.72
Mudanjiang,Heilongjiang,2018/1/1,51,53.27
Nanyang,Henan,2018/1/1,118,117.81
Panjin,Liaoning,2018/1/1,43,45.02
Pingdingshan,Henan,2018/1/1,112,111.79
Pingliang,Gansu,2018/1/1,37,32.38
Qitaihe,Heilongjiang,2018/1/1,56,58.28
Qiqihaer,Heilongjiang,2018/1/1,51,54.27
Qinhuangdao,Hebei,2018/1/1,41,42.6
Qingdao,Shandong,2018/1/1,68,68.44
Qingyang,Gansu,2018/1/1,40,34.66
Rizhao,Shandong,2018/1/1,81,81.93
Sanmenxia,Henan,2018/1/1,106,102.73
Shangluo,Shaanxi,2018/1/1,50,46.49
Shangqiu,Henan,2018/1/1,111,112.25
Shenyang,Liaoning,2018/1/1,58,61.22
Shihezi,Xinjiang,2018/1/1,173,178.2
Shijiazhuang,Hebei,2018/1/1,112,113.13
Shuozhou,Shanxi,2018/1/1,56,51.33
Siping,Jilin,2018/1/1,66,69.73
Songyuan,Jilin,2018/1/1,47,49.87
Suihua,Heilongjiang,2018/1/1,39,41.6
Taiyuan,Shanxi,2018/1/1,72,67.14
Taian,Shandong,2018/1/1,93,80.2
Tangshan,Hebei,2018/1/1,59,60.96
Tianjin,Tianjin,2018/1/1,53,54.49
Tianshui,Gansu,2018/1/1,59,52.81
Tieling,Liaoning,2018/1/1,59,62.38
Tonghua,Jilin,2018/1/1,55,55.89
Tongliao,Inner Mongolia,2018/1/1,29,30.12
Tongchuan,Shaanxi,2018/1/1,84,78.9
Tulufan,Xinjiang,2018/1/1,86,89.78
Weihai,Shandong,2018/1/1,36,36.4
Weifang,Shandong,2018/1/1,98,99.76
Weinan,Shaanxi,2018/1/1,128,125.2
Wuhai,Inner Mongolia,2018/1/1,37,33.67
Ulanqab,Inner Mongolia,2018/1/1,19,16.97
Wulumuqi,Xinjiang,2018/1/1,133,127.22
Wuzhong,Ningxia,2018/1/1,40,36.03
Wuwei,Gansu,2018/1/1,36,29.71
Xining,Qinghai,2018/1/1,54,42.08
Xilingol League,Inner Mongolia,2018/1/1,13,12.46
Xianyang,Shaanxi,2018/1/1,146,141
Xinzhou,Shanxi,2018/1/1,68,63.71
Xinxiang,Henan,2018/1/1,99,99.67
Xinyang,Henan,2018/1/1,90,89.75
Xingtai,Hebei,2018/1/1,123,124.38
Hinggan League,Inner Mongolia,2018/1/1,18,18.21
Xuchang,Henan,2018/1/1,118,119
Yantai,Shandong,2018/1/1,46,46.77
Yanan,Shaanxi,2018/1/1,42,37.62
Yanbian,Jilin,2018/1/1,36,36.96
Yangquan,Shanxi,2018/1/1,75,70.27
Yichun,Heilongjiang,2018/1/1,43,45.59
Yilihasake,Xinjiang,2018/1/1,132,128.61
Yinchuan,Ningxia,2018/1/1,36,32.65
Yingkou,Liaoning,2018/1/1,56,58.65
Yulin,Shaanxi,2018/1/1,46,41.64
Yushu,Qinghai,2018/1/1,19,11.67
Yuncheng,Shanxi,2018/1/1,126,122.96
Zhangjiakou,Hebei,2018/1/1,24,22.95
Zhangye,Gansu,2018/1/1,30,26.41
Changchun,Jilin,2018/1/1,52,54.16
Changzhi,Shanxi,2018/1/1,82,74.77
Zhengzhou,Henan,2018/1/1,110,109.95
Zhongwei,Ningxia,2018/1/1,33,29.45
Zhoukou,Henan,2018/1/1,95,95.75
Zhumadian,Henan,2018/1/1,99,99.68
Zibo,Shandong,2018/1/1,92,92.52
Chifeng,Inner Mongolia,2018/1/1,28,27.26
Jinzhong,Shanxi,2018/1/1,68,63.69
Shuangyashan,Heilongjiang,2018/1/1,50,53.67
Alxa League,Inner Mongolia,2018/2/1,25,25.86
Ankang,Shaanxi,2018/2/1,64,60.93
Anyang,Henan,2018/2/1,100,99.03
Anshan,Liaoning,2018/2/1,61,62.34
Bayannur,Inner Mongolia,2018/2/1,28,25.4
Baicheng,Jilin,2018/2/1,37,38.4
Baotou,Inner Mongolia,2018/2/1,35,32.04
Baoji,Shaanxi,2018/2/1,65,59.22
Baoding,Hebei,2018/2/1,88,89.01
Beijing,Beijing,2018/2/1,50,50.56
Benxi,Liaoning,2018/2/1,46,46.82
Binzhou,Shandong,2018/2/1,74,74.68
Bozhou,Xinjiang,2018/2/1,60,61.19
Cangzhou,Hebei,2018/2/1,81,81.68
Changjizhou,Xinjiang,2018/2/1,145,147.33
Chaoyang,Liaoning,2018/2/1,52,52.85
Chengde,Hebei,2018/2/1,41,40.17
Dalian,Liaoning,2018/2/1,43,43.35
Daqing,Heilongjiang,2018/2/1,38,39.85
Datong,Shanxi,2018/2/1,30,27.35
Daxinganling,Heilongjiang,2018/2/1,39,40.65
Dandong,Liaoning,2018/2/1,50,51.56
Dezhou,Shandong,2018/2/1,79,79.7
Dingxi,Gansu,2018/2/1,43,33.59
Dongying,Shandong,2018/2/1,58,58.57
Ordos,Inner Mongolia,2018/2/1,15,12.92
Fushun,Liaoning,2018/2/1,64,66.4
Fuxin,Liaoning,2018/2/1,43,44.02
Gannan,Gansu,2018/2/1,32,22.3
Guyuan,Ningxia,2018/2/1,29,24.08
Guoluo,Qinghai,2018/2/1,17,10.94
